,featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
324,0,0,0,9 December 2020,06:04:21,Good student part time job, Student Helper,Hong Kong,"9 December 2020
""Good student part time job""
5.0
★★★★★
Current Employee ",part-time,,0,"Salary not bad, $60 / hr",Hard to find a position,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,Recommends,Neutral Outlook,,,,
325,0,0,0,9 December 2020,09:17:14,My school, Student,Hong Kong,"9 December 2020
""My school""
5.0
★★★★★
Current Employee ",full-time,,0,It offers great working environment,It is too far for people living in district area,,5.0,,,,,,,,,,,,
326,0,0,0,7 December 2020,02:21:32,Some comments of the salary scale, Project Coordinator,Sha Tin,"7 December 2020
""Some comments of the salary scale""
5.0
★★★★★
Current Employee ",full-time,,0,Stable job and work life balance,"If you enter after the beginning of a new year, you have to wait for nearly two years for salary increment",,5.0,,,,,,,,,,,,
327,0,0,0,18 December 2020,22:49:17,Easy work, Postdoctoral Fellow,Sha Tin,"18 December 2020
""Easy work""
4.0
★★★★★
Former Employee ",full-time,,0,"good work-life balance, great campus","little challenge, lack of skills learning opportunity",,4.0,5.0,4.0,3.0,3.0,3.0,4.0,,,,,,
328,0,0,0,18 December 2020,05:34:01,Good enviro, Research Assistant,Hong Kong,"18 December 2020
""Good enviro""
3.0
★★★★★
Former Employee ",full-time,,0,Good enrio and cheap lunch,Far away from city city,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,
329,0,0,0,17 December 2020,12:41:24,TA in CUHK, Teaching Assistant,Sha Tin,"17 December 2020
""TA in CUHK""
4.0
★★★★★
Former Employee ",full-time,,0,"Fulfilling and intellectually intriguing, especially during tutorials",Could be tricky if your professor micro-manages,,4.0,,,,,,,,,,,,
330,0,0,0,29 November 2020,19:42:02,Good employer, Research Assistant,Sha Tin,"29 November 2020
""Good employer""
5.0
★★★★★
Current Employee ",full-time, more than a year,0,"Encourage your development - focus on helping you to achieve your goals and provides opportunities for learning. 

Flexible work hours.",Requires self awareness and discipline to obtain the skills you lack for your project.,,5.0,5.0,5.0,5.0,2.0,2.0,5.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
331,0,0,1,30 November 2020,05:51:17,.,,,"30 November 2020
"".""
5.0
★★★★★
Former Employee ",full-time,,0,good working environment and nice,sorry i dont konw any disavtange,,5.0,,,,,,,,,,,,
332,0,0,1,27 November 2020,00:44:53,Academic Research,,,"27 November 2020
""Academic Research""
5.0
★★★★★
Current Employee ",part-time,,0,High level of Academic research,not that I know of any,,5.0,,,,,,,,,,,,
333,0,0,0,27 November 2020,05:57:24,good employer, Junior Research Assistant,Sha Tin,"27 November 2020
""good employer""
5.0
★★★★★
Former Employee ",full-time, more than a year,0,"clean and beautiful environment, many canteens to choose",limited traffic (the location is not convenient to many other places),,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,,,,,
334,0,0,0,11 December 2020,01:37:47,Salary review, Research Assistant,Hong Kong,"11 December 2020
""Salary review""
4.0
★★★★★
Former Employee ",full-time, less than a year,0,Great Team Culture and Morale,Might need to work at night,,4.0,2.0,5.0,5.0,5.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
335,0,0,0,8 December 2020,19:53:18,Can make some money as a student when free, Student Worker,Sha Tin,"8 December 2020
""Can make some money as a student when free""
4.0
★★★★★
Current Employee ",part-time, less than a year,0,Best to kill time if you do not have lessons,Salary is too low and cannot learn new things,,4.0,4.0,3.0,2.0,3.0,1.0,1.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
336,0,0,0,9 December 2020,12:54:26,Great job, Teaching Assistant,Hong Kong,"9 December 2020
""Great job""
4.0
★★★★★
Former Employee ",part-time,,0,It was a very enjoyable experience.,The pay was not very high.,,4.0,,,,,,,,,,,,
337,0,0,0,8 December 2020,08:29:26,CUHK, Student,Hong Kong,"8 December 2020
""CUHK""
4.0
★★★★★
Current Employee ",full-time,,0,Nice campus and professors here,Far away from city and a bit inconvenient,,4.0,,,,,,,,,,,,
338,0,0,0,22 November 2020,19:42:35,Good employer, Officer,Hong Kong,"22 November 2020
""Good employer""
5.0
★★★★★
Former Employee ",full-time,,0,One of the top universities in Hong Kong,Not many openings in recent,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
339,0,0,0,22 November 2020,13:34:23,Excellent, Research Assistant,Sha Tin,"22 November 2020
""Excellent""
5.0
★★★★★
Former Employee ",full-time, more than a year,0,"good working environment, reasonable working hours",no bad experiences for me,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
340,0,0,0,19 November 2020,18:14:11,Chinese University of Hong Kong, PhD Student,Hong Kong,"19 November 2020
""Chinese University of Hong Kong""
5.0
★★★★★
Current Employee ",full-time,,0,Chinese University of Hong Kong,"personally, there is no downsides.",,5.0,,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO,,,
341,0,0,1,3 December 2020,21:24:01,not bad,,,"3 December 2020
""not bad""
4.0
★★★★★
Former Employee ",full-time, less than a year,0,"nice colleagues, good starting salary","hard to be promoted, boring",,4.0,,,,,,,,,,,,
342,0,0,0,19 November 2020,08:32:17,ok, Master of Philosophy,Hong Kong,"19 November 2020
""ok""
5.0
★★★★★
Former Employee ",full-time,,0,international environment， good academic vibe,"stressful， competitive，but overall acceptable, not bad",,5.0,,,,,,,,,,,,
343,0,0,0,15 November 2020,21:11:39,Great and nice workplace, Research Assistant,Hong Kong,"15 November 2020
""Great and nice workplace""
5.0
★★★★★
Current Employee ",full-time,,0,Great benefits woth nice colleagues,"Nothing worth mention
Maybe traffic is an issue",,5.0,5.0,5.0,4.0,5.0,4.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
344,0,0,0,11 November 2020,05:43:06,Nice campus and working environment, Event Executive,,"11 November 2020
Helpful (1)
""Nice campus and working environment""
5.0
★★★★★
Former Employee ",full-time, less than a year,1,Very professional senior staff. Will benefit from good training and staff development.,Long-serving staff will either support or cause problems.,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
345,0,0,0,26 November 2020,06:53:22,PA II, PA II,Sha Tin,"26 November 2020
""PA II""
4.0
★★★★★
Current Employee ",full-time,,0,"Colleagues are good, energetic school","My department not welling to recruit an it support, sometimes admin staffs are so stressful",,4.0,,,,,,,,,,,,
346,0,0,0,11 November 2020,01:28:27,research assistant, Part Time Student Helper,Sha Tin,"11 November 2020
""research assistant""
5.0
★★★★★
Former Employee ",part-time, less than a year,0,"Good working environment, good working hour",work alone most of the time,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
347,0,0,0,25 November 2020,14:55:37,Nice Employer, Research Assistant,Hong Kong,"25 November 2020
""Nice Employer""
4.0
★★★★★
Former Employee ",part-time, less than a year,0,Well-paid for the kind of work.,Not many openings at the moment.,,4.0,,,,,,,,,,,,
348,0,0,0,10 November 2020,16:15:30,Solid job with work/life balance, Project Coordinator II,Sha Tin,"10 November 2020
""Solid job with work/life balance""
5.0
★★★★★
Former Employee ",full-time, more than 3 years,0,"Semi-government job with stable schedule, salary, and promotion path.","A lot of employees have been working at the same job for 10+ years, so it is hard to bring innovation in.",,5.0,5.0,5.0,3.0,5.0,5.0,5.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
349,0,0,0,7 November 2020,22:33:38,Good, Telephone Interviewer,Sha Tin,"7 November 2020
""Good""
5.0
★★★★★
Former Employee ",part-time, more than a year,0,Flexible working hours and nice location,working hours are not enough,,5.0,5.0,5.0,,4.0,4.0,3.0,Recommends,Positive Outlook,,,,
350,0,0,0,16 November 2020,23:26:11,Good, Postdoctoral Fellow,Hong Kong,"16 November 2020
""Good""
4.0
★★★★★
Current Employee ",full-time,,0,"Satisfactory salary, comfortable working environment",Not applicable at the moment,,4.0,,,,,,,,,,,,
351,0,0,0,11 November 2020,20:12:18,As a research assistant, Research Assistant,Hong Kong,"11 November 2020
""As a research assistant""
3.0
★★★★★
Current Employee ",full-time,,0,A while range research topics,Little progression opportunities and career prospect,,3.0,4.0,4.0,3.0,3.0,2.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
352,0,0,0,9 November 2020,00:36:06,Aim for the best, Research Assistant,Sha Tin,"9 November 2020
""Aim for the best""
4.0
★★★★★
Current Employee ",full-time,,0,Gain knowledge in Biological lab environment and advanced 3D printing,"No future, only good for those looking for postgraduate studies.",,4.0,4.0,4.0,3.0,1.0,3.0,4.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
353,0,0,0,20 October 2020,01:41:42,Good, Project Assistant,Hong Kong,"20 October 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,"Good, Friendly, supportive, good working environment",too far away from my home,,5.0,,,,,,,,,,,,
354,0,0,0,18 October 2020,07:53:24,good, PhD Student,Hong Kong,"18 October 2020
""good""
5.0
★★★★★
Current Employee ",full-time,,0,"good, a good place to study and work",basically there is no cons,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,,,,
355,0,0,0,14 October 2020,00:23:32,Amazing Institution, Graduate Research Assistant,Hong Kong,"14 October 2020
""Amazing Institution""
5.0
★★★★★
Former Employee ",part-time, more than a year,0,"Excellent working environment, amazing work culture, state-of-the-art labs and faculty",Cannot think of anything negative about the university. The city is expensive and finding a good accommodation is difficult.,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
356,0,0,1,14 October 2020,05:16:43,Goog Companies,,,"14 October 2020
""Goog Companies""
5.0
★★★★★
Current Employee ",full-time,,0,Top university in Hong Kong.,Work here is very stressful.,,5.0,,,,,,,,,,,,
357,0,0,0,24 October 2020,20:17:18,, Junior Research Assistant,Hong Kong,"24 October 2020
""N/A""
4.0
★★★★★
Former Employee ",full-time,,0,Good working environment; Good colleagues,Work overtime with no extra pay,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,
358,0,0,0,10 October 2020,02:36:49,Good working culture, Research Assistant,Sha Tin,"10 October 2020
""Good working culture""
5.0
★★★★★
Former Employee ",part-time, more than 3 years,0,Work-life balance and friendly supervisor,"Too many mainlanders, while the school identify as very internationalized.",,5.0,5.0,5.0,1.0,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO,,,
